Artist,Lyrics,Sentiment
Metallica,"guitar   
    
    
  so close no matter how far  
  couldn't be much more from the heart  
  forever trusting who we are  
  and nothing else matters  
    
    
  never opened myself this way  
  life is ours we live it our way  
  all these words i don't just say  
  and nothing else matters  
    
    
  trust i seek and i find in you  
  everyday for us something new  
  open mind for a different view  
  and nothing else matters  
    
    
  never cared for what they do  
  never cared for what they know  
  but i know  
    
    
  so close no matter how far  
  it couldn't be much more from the heart  
  forever trusting who we are  
  and nothing else matters  
    
  never cared for what they do  
  never cared for what they know  
  but i know  
    
    
    
    
  i never opened myself this way  
  life is ours we live it our way  
  all these words i don't just say  
  and nothing else matters  
    
    
  trust i seek and i find in you  
  everyday for us something new  
  open mind for a different view  
  and nothing else matters  
    
    
  never cared for what they say  
  never cared for games they play  
    
    
  never cared for what they do  
  never cared for what they know  
  and i know yeahyeah  
  guitar solo  
    
    
  so close no matter how far  
  couldn't be much more from the heart  
  forever trusting who we are  
  no nothing else matters  
  guitar embedshare urlcopyembedcopy",0
Metallica,"i can't remember anything  
  can't tell if this is true or a dream  
  deep down inside i feel to scream  
  this terrible silence stops me  
  now that the war is through with me  
  i'm waking up i cannot see  
  that there's not much left of me  
  nothing is real but pain now  
    
    
  hold my breath as i wish for death  
  oh please god wake me  
    
    
  back in the womb it's much too real  
  in pumps life that i must feel  
  but can't look forward to reveal  
  look to the time when i'll live  
  fed through the tube that sticks in me  
  just like a wartime novelty  
  tied to machines that make me be  
  cut this life off from me  
    
  hold my breath as i wish for death  
  oh please god wake me  
    
  short break  
    
    
  now the world is gone i'm just one  
  oh god help me  
  hold my breath as i wish for death  
  oh please god help me  
   break  
    
    
  darkness imprisoning me  
  all that i see absolute horror  
  i cannot live i cannot die  
  trapped in myself body my holding cell  
  landmine has taken my sight  
  taken my speech taken my hearing  
  taken my arms taken my legs  
  taken my soul left me with life in hell  
   embedshare urlcopyembedcopy",0
Metallica,"new blood joins this earth and quickly he's subdued  
  through constant pained disgrace the young boy learns their rules  
  with time the child draws in this whipping boy done wrong  
  deprived of all his thoughts the young man struggles on and on he's known  
  ooh a vow unto his own that never from this day  
  his will they'll take away yeah  
    
    
  what i've felt what i've known  
  never shined through in what i've shown  
  never be never see  
  won't see what might have been  
  what i've felt what i've known  
  never shined through in what i've shown  
  never free never me  
  so i dub thee unforgiven  
    
    
  they dedicate their lives to running all of his  
  he tries to please them all this bitter man he is  
  throughout his life the same he's battled constantly  
  this fight he cannot win a tired man they see no longer cares  
  the old man then prepares to die regretfully  
  that old man here is me yeah  
    
  what i've felt what i've known  
  never shined through in what i've shown  
  never be never see  
  won't see what might have been  
  what i've felt what i've known  
  never shined through in what i've shown  
  never free never me  
  so i dub thee unforgiven  
  guitar solo  
    
    
  what i've felt what i've known  
  never shined through in what i've shown  
  never be never see  
  won't see what might have been  
  what i've felt what i've known  
  never shined through in what i've shown  
  never free never me  
  so i dub thee unforgiven whoa  
    
    
  never free never me  
  so i dub thee unforgiven  
  you labeled me i'll label you  
  so i dub thee unforgiven  
  ah never free never me  
  so i dub thee unforgiven  
  you labeled me i'll label you  
  so i dub thee unforgiven  
  never free never me  
  so i dub thee unforgivenembedshare urlcopyembedcopy",0
Metallica,"make his fight on the hill in the early day  
  constant chill deep inside  
  shouting gun on they run through the endless grey  
  on they fight for their right yes but who's to say  
  for a hill men would kill why they do not know  
  stiffened wounds test their pride  
  men of five still alive through the raging glow  
  gone insane from the pain that they surely know  
    
    
  for whom the bell tolls  
  time marches on  
  for whom the bell tolls  
    
    
  take a look to the sky just before you die  
  it's the last time you will  
  blackened roar massive roar fills the crumbling sky  
  shattered goal fills his soul with a ruthless cry  
  stranger now are his eyes to this mystery  
  hears the silence so loud  
  crack of dawn all is gone except the will to be  
  now they see what will be blinded eyes to see  
    
  for whom the bell tolls  
  time marches on  
  for whom the bell tolls  
  embedshare urlcopyembedcopy",0
Metallica,"slaves hebrews born to serve  
  to the pharaoh  
  heed to his every word  
  live in fear  
  faith of the unknown one  
  the deliverer  
  wait something must be done  
  four hundred years  
    
    
  so let it be written  
  so let it be done  
  i'm sent here by the chosen one  
  so let it be written  
  so let it be done  
  to kill the first born pharaoh son  
  i'm creeping death  
    
    
  now let my people go  
  land of goshen  
  go i will be with thee  
  bush of fire  
  blood running red and strong  
  down the nile  
  plague darkness three days long  
  hail to fire  
    
  so let it be written  
  so let it be done  
  i'm sent here by the chosen one  
  so let it be written  
  so let it be done  
  to kill the first born pharaoh son  
  i'm creeping death  
  guitar solo  
    
    
  die by my hand  
  die i creep across the land  
  die killing first born man  
  die by my hand  
  die i creep across the land  
  die killing first born man  
    
    
  i rule the midnight air  
  the destroyer  
  born i shall soon be there  
  deadly mass  
  i creep the steps and floor  
  final darkness  
  blood lamb's blood painted door  
  i shall pass  
    
  so let it be written  
  so let it be done  
  i'm sent here by the chosen one  
  so let it be written  
  so let it be done  
  to kill the first born pharaoh son  
  i'm creeping deathembedshare urlcopyembedcopy",0
Metallica,"welcome to where time stands still  
  no one leaves and no one will  
  moon is full never seems to change  
  just labelled mentally deranged  
  dream the same thing every night  
  i see our freedom in my sight  
  no locked doors no windows barred  
  no things to make my brain seem scarred  
  sleep my friend and you will see  
  that dream is my reality  
  they keep me locked up in this cage  
  can't they see it's why my brain says rage  
    
    
  sanitarium  
  leave me be  
  sanitarium  
  just leave me alone  
    
  guitar solo  
    
    
  build my fear of what's out there  
  cannot breathe the open air  
  whisper things into my brain  
  assuring me that i'm insane  
  they think our heads are in their hands  
  but violent use brings violent plans  
  keep him tied it makes him well  
  he's getting better can't you tell  
  no more can they keep us in  
  listen damn it we will win  
  they see it right they see it well  
  but they think this saves us from our hell  
    
  sanitarium  
  leave me be  
  sanitarium  
  just leave me alone  
    
    
  sanitarium  
  just leave me alone  
    
    
  fear of living on  
  natives getting restless now  
  mutiny in the air  
  got some death to do  
  mirror stares back hard  
  kill it's such a friendly word  
  seems the only way  
  for reaching out againembedshare urlcopyembedcopy",0
Metallica,"lashing out the action returning the reaction  
  weak are ripped and torn away  
  hypnotizing power crushing all that cower  
  battery is here to stay  
    
    
  smashing through the boundaries lunacy has found me  
  cannot stop the battery  
  pounding out aggression turns into obsession  
  cannot kill the battery  
  cannot kill the family battery is found in me  
  battery battery  
    
    
  crushing all deceivers mashing nonbelievers  
  neverending potency  
  hungry violenceseeker feeding off the weaker  
  breeding on insanity  
    
    
  smashing through the boundaries lunacy has found me  
  cannot stop the battery  
  pounding out aggression turns into obsession  
  cannot kill the battery  
  cannot kill the family battery is found in me  
  battery battery  
    
  circle of destruction hammer comes crushing  
  powerhouse of energy  
  whipping up a fury dominating flurry  
  we create the battery  
    
    
  smashing through the boundaries lunacy has found me  
  cannot stop the battery  
  pounding out aggression turns into obsession  
  cannot kill the battery  
  cannot kill the family battery is found in me  
  battery battery  
  battery batteryembedshare urlcopyembedcopy",0
Metallica,"lay beside me tell me what they've done  
  speak the words i want to hear to make my demons run  
  the door is locked now but it's open if you're true  
  if you can understand the me then i can understand the you  
  lay beside me under wicked sky  
  through black of day dark of night we share this paralyze  
  the door cracks open but there's no sun shining through  
  black heart scarring darker still but there's no sun shining through  
  no there's no sun shining through  
  no there's no sun shining  
    
    
  what i've felt what i've known  
  turn the pages turn the stone  
  behind the door should i open it for you  
  yeah  
  what i've felt what i've known  
  sick and tired i stand alone  
  could you be there because i'm the one who waits for you  
  or are you unforgiven too  
    
    
  come lay beside me this won't hurt i swear  
  she loves me not she loves me still but she'll never love again  
  she lay beside me but she'll be there when i'm gone  
  black heart scarring darker still yes she'll be there when i'm gone  
  yes she'll be there when i'm gone  
  dead sure she'll be there  
    
  what i've felt what i've known  
  turn the pages turn the stone  
  behind the door should i open it for you  
  yeah  
  what i've felt what i've known  
  sick and tired i stand alone  
  could you be there because i'm the one who waits for you  
  or are you unforgiven too  
    
  guitar solo  
    
    
  lay beside me tell me what i've done  
  the door is closed so are your eyes  
  but now i see the sun now i see the sun  
  yes now i see it  
    
    
  what i've felt what i've known  
  turn the pages turn the stone  
  behind the door should i open it for you  
  yeah  
  what i've felt what i've known  
  so sick and tired i stand alone  
  could you be there  
  because i'm the one who waits the one who waits for you oh  
    
  what i've felt what i've known  
  turn the pages turn the stone  
  behind the door should i open it for you  
  so i dub thee unforgiven  
    
    
  what i've felt  
  oh what i've known  
  i take this key never free  
  and i bury it never me in you  
  because you're unforgiven too  
    
    
  never free  
  never me  
  because you're unforgiven too  
  oh oh ohembedshare urlcopyembedcopy",0
Metallica,"blackened is the end  
  winter it will send  
  throwing all you see  
  into obscurity  
  death of mother earth  
  never her rebirth  
  evolution's end  
  never will it mend  
  never  
    
    
  fire to begin whipping dance of the dead  
  blackened is the end  
  to begin whipping dance of the dead  
  color our world blackened  
    
    
  blistering of earth  
  terminate its worth  
  deadly nicotine  
  kills what might have been  
  callous frigid chill  
  nothing left to kill  
  never seen before  
  breathing nevermore  
  never  
    
  fire to begin whipping dance of the dead  
  blackened is the end  
  to begin whipping dance of the dead  
  color our world blackened  
    
  post  
  blackened  
    
    
  opposition opposition  
  contradiction contradiction  
  premonition premonition  
  compromise  
  agitation agitation  
  violation violation  
  mutilation mutilation  
  planet dies  
  darkest color  
  blistered earth  
  true death of life  
  termination termination  
  expiration expiration  
  cancellation cancellation human race  
  expectation expectation  
  liberation liberation  
  population population laid to waste  
  see our mother  
  put to death  
  see our mother die  
  guitar solo  
    
    
  smoldering decay  
  take her breath away  
  millions of our years  
  in minutes disappears  
  darkening in vain  
  decadence remains  
  all is said and done  
  never is the sun  
  never  
    
    
  fire to begin whipping dance of the dead  
  blackened is the end  
  to begin whipping dance of the dead  
  fire is the outcome of hypocrisy  
  darkest potency  
  in the exit of humanity  
  color our world blackened  
  blackenedembedshare urlcopyembedcopy",0
Metallica,"guilty as charged but dammit it ain't right  
  there's someone else controlling me  
  death in the air strapped in the electric chair  
  this can't be happening to me  
    
  pre  
  who made you god to say  
  i'll take your life from you  
    
    
  flash before my eyes  
  now it's time to die  
  burning in my brain  
  i can feel the flame  
    
    
  wait for the sign to flick the switch of death  
  it's the beginning of the end  
  sweat chilling cold as i watch death unfold  
  consciousness my only friend  
    
  pre  
  my fingers grip with fear  
  what am i doing here  
    
  flash before my eyes  
  now it's time to die  
  burning in my brain  
  i can feel the flame  
    
    
  someone help me  
  oh please god help me  
  they're trying to take it all away  
  i don't want to die  
  guitar solo  
    
    
  someone help me  
  oh please god help me  
  they're trying to take it all away  
  i don't want to die  
    
    
  time moving slow the minutes seem like hours  
  the final curtain call i see  
  how true is this just get it over with  
  if this is true just let it be  
  pre  
  wakened by a horrid scream  
  freed from this frightening dream  
    
    
  flash before my eyes  
  now it's time to die  
  burning in my brain  
  i can feel the flameembedshare urlcopyembedcopy",0
Metallica,"by the last breath of the fourth winds blow  
  better raise your ears  
  the sound of hooves knock at your door  
  lock up your wife and children now  
  it's time to wield the blade  
  for now you've got some company  
    
  the horsemen are drawing nearer  
  on the leather steeds they ride  
  they've come to take your life  
  on through the dead of night  
  with the four horsemen ride  
  or choose your fate and die  
  aw yeah yeah  
    
    
  you've been dying since the day you were born  
  you know it's all been planned  
  the quartet of deliverance rides  
  a sinner once a sinner twice  
  no need for confession now  
  'cause now you have got the fight of your life  
    
    
  the horsemen are drawing nearer  
  on the leather steeds they ride  
  they've come to take your life  
  on through the dead of night  
  with the four horsemen ride  
  or choose your fate and die  
  aw yeah yeah  
    
  time has taken its toll on you  
  the lines that crack your face  
  famine your body it has torn through  
  withered in every place  
  pestilence for what you've had to endure  
  and what you have put others through  
  death deliverance for you for sure  
  now there's nothing you can do  
    
  guitar solo  
    
    
  so gather round young warriors now  
  and saddle up your steeds  
  killing scores with demon swords  
  now's the death of doers of wrong  
  swing the judgment hammer down  
  safely inside armor blood guts and sweat  
    
  the horsemen are drawing nearer  
  on the leather steeds they ride  
  they've come to take your life  
  on through the dead of night  
  with the four horsemen ride  
  or choose your fate and die  
  aw yeah yeah  
  guitar solo embedshare urlcopyembedcopy",0
